	Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
534	ENSDORP00000024086|ENSDORG00000028374|ENSDORT00000028815|protein_coding|Spred1|sprouty-ENSRNOP00000007028|ENSRNOG00000005209|ENSRNOT00000007028|protein_coding|Spred1|sprouty-related,	MA	0.0496529	0.29083200000000003	0.170727	3.998690000000001e-10	1305	79.95	1225.05		75	20.7411	54.2589			0.06442859999999999	1.41355:1.30055:0.897857:1.00821:0.289023:1	0.642584(0.495413:0.434633:0.997706)	-1779.89			
535	ENSDORP00000024477|ENSDORG00000027533|ENSDORT00000026315|protein_coding|Mapk14|mitogen-activated-ENSRNOP00000000618|ENSRNOG00000000513|ENSRNOT00000000618|protein_coding|Mapk14|mitogen	MA	0.00322579	0.0516211	0.06248959999999999	0.0007122910000000001	1080	77.039	1002.96		7	3.85984	3.14016			0.00667794	4.67436:18.2416:14.3403:12.8649:5.23149:1	0.632041(0.555402:0.34349:0.99723)	-1235.07			
536	ENSDORP00000007316|ENSDORG00000007803|ENSDORT00000007803|protein_coding|Cyp1b1|cytochrome-ENSRNOP00000071724|ENSRNOG00000040287|ENSRNOT00000082017|protein_coding|Cyp1b1|cytochrome	MA	0.109324	0.178931	0.6109829999999999	0.011423200000000001	1617	169.956	1447.04		170	27.4104	142.59			0.11664000000000001	0.713188:1.31284:0.339567:1.0356:0.228049:1	0.668519(0.564815:0.441667:0.999074)	-2457.88			
537	ENSDORP00000003152|ENSDORG00000003370|ENSDORT00000003370|protein_coding|Mapk3|mitogen-activated-ENSRNOP00000070784|ENSRNOG00000053583|ENSRNOT00000087625|protein_coding|Mapk3|mitogen	MA	0.0165697	0.0240524	0.688898	0.33917600000000003	1122	111.241	1010.76		19	2.61727	16.3827			0.0173115	0.266658:0.735408:0.343236:1.40014:0.613779:1	0.64(0.553333:0.369333:0.997333)	-1350.32			
538	ENSDORP00000008143|ENSDORG00000008675|ENSDORT00000008675|protein_coding|Faf2|Fas-ENSRNOP00000068627|ENSRNOG00000017607|ENSRNOT00000091837|protein_coding|Faf2|Fas	MA	0.0200383	0.032653800000000004	0.613658	0.292618	1176	81.3859	1094.61		24	2.59361	21.4064			0.0209113	0.660354:0.750397:0.935659:0.969253:1.34163:1	0.642494(0.566158:0.363868:0.997455)	-1443.64			
539	ENSDORP00000019190|ENSDORG00000011573|ENSDORT00000028554|protein_coding|Gfap|glial-ENSRNOP00000032389|ENSRNOG00000002919|ENSRNOT00000034401|protein_coding|Gfap|glial	MA	0.046177300000000004	0.167492	0.275698	4.6912399999999995e-05	1290	84.978	1205.02		66	13.4433	52.5567			0.054168799999999996	2.10599:2.16247:1.5938:1.77968:0.269262:1	0.650425(0.591647:0.361949:0.99768)	-1695.42			
540	ENSDORP00000022386|ENSDORG00000015046|ENSDORT00000036423|protein_coding|Srpx|sushi-ENSRNOP00000048924|ENSRNOG00000039666|ENSRNOT00000045753|protein_coding|Srpx|sushi-repeat-containing	MA	0.076535	0.211746	0.36144699999999996	2.10151e-05	1392	121.19	1270.81		113	23.59	89.41			0.0883067	1.41758:1.62107:1.08368:1.44301:0.305151:1	0.660573(0.531183:0.451613:0.998925)	-2024.11			
541	ENSDORP00000025837|ENSDORG00000027646|ENSDORT00000028741|protein_coding|Zfp385a|zinc-ENSRNOP00000059042|ENSRNOG00000036833|ENSRNOT00000064261|protein_coding|Zfp385a|zinc	MA	0.0173105	0.0424671	0.407622	0.0957203	1149	114.90100000000001	1034.1		22	4.71239	17.2876			0.0198262	1.76232:2.13623:1.40063:1.48223:0.217373:1	0.724826(0.632812:0.544271:0.997396)	-1377.89			
542	ENSDORP00000006711|ENSDORG00000007158|ENSDORT00000007157|protein_coding|Glul|glutamate-ammonia-ENSRNOP00000065890|ENSRNOG00000049560|ENSRNOT00000075480|protein_coding|Glul|glutamate-ammonia	MA	0.017781	0.126903	0.14011500000000002	1.69432e-05	1119	73.1377	1045.86		26	8.656189999999999	17.3438			0.0249133	10.7587:10.1033:12.4921:13.0253:11.7743:1	0.647059(0.5:0.44385:0.997326)	-1376.91			
543	ENSDORP00000003693|ENSDORG00000003957|ENSDORT00000003956|protein_coding|Ndnf|neuron-ENSRNOP00000009094|ENSRNOG00000006857|ENSRNOT00000009094|protein_coding|AABR07060833.1	MA	0.097214	0.188722	0.5151180000000001	0.0108159	1488	98.1845	1389.82		140	16.8846	123.115			0.103252	0.557662:1.21566:0.309271:0.981361:0.378481:1	0.626425(0.48994:0.391348:0.997988)	-2200.25			
544	ENSDORP00000015553|ENSDORG00000016530|ENSDORT00000016530|protein_coding|Zdhhc16|zinc-ENSRNOP00000066326|ENSRNOG00000046530|ENSRNOT00000072181|protein_coding|Zdhhc16|zinc	MA	0.010745900000000001	0.063419	0.169443	0.00129691	1083	65.4523	1017.55		15	4.12742	10.8726			0.0139293	0.934717:2.78175:0.671236:0.789753:0.234727:1	0.644567(0.48895:0.447514:0.997238)	-1305.73			
545	ENSDORP00000017903|ENSDORG00000015269|ENSDORT00000031652|protein_coding|Klf10|Kruppel-ENSRNOP00000008350|ENSRNOG00000006118|ENSRNOT00000008350|protein_coding|Klf10|Kruppel-like	MA	0.0846987	0.14894000000000002	0.5686760000000001	0.0285158	1434	130.529	1303.47		119	17.8175	101.18299999999999			0.09054630000000001	1.22397:1.38178:0.862047:1.24382:0.1031:1	0.685804(0.536534:0.522965:0.997912)	-2068.15			
546	ENSDORP00000010531|ENSDORG00000011208|ENSDORT00000011209|protein_coding|Terf2|telomeric-ENSRNOP00000027695|ENSRNOG00000020435|ENSRNOT00000027695|protein_coding|Terf2|telomeric	MA	0.08314830000000001	0.146975	0.565732	0.0285243	1488	111.76	1376.24		120	15.062999999999999	104.93700000000001			0.08794210000000001	1.23186:1.34149:1.00259:1.33495:0.235171:1	0.651911(0.514085:0.443662:0.997988)	-2108.95			
547	ENSDORP00000013478|ENSDORG00000014329|ENSDORT00000014329|protein_coding|Nck1|NCK-ENSRNOP00000020330|ENSRNOG00000014917|ENSRNOT00000020330|protein_coding|Nck1|NCK	MA	0.013550399999999999	0.0147952	0.915861	0.735533	1122	62.9251	1059.07		15	0.9138200000000001	14.0862			0.013620199999999999	1.98253:1.66911:1.18945:1.24919:0.20808:1	0.625778(0.526667:0.353333:0.997333)	-1315.44			
548	ENSDORP00000012866|ENSDORG00000013684|ENSDORT00000013683|protein_coding|Htra2|HtrA-ENSRNOP00000030076|ENSRNOG00000022448|ENSRNOT00000037333|protein_coding|Htra2|HtrA	MA	0.0635618	0.149056	0.426429	0.000614408	1374	144.804	1229.2		93	20.1306	72.8694			0.0725719	0.974325:1.07265:0.899449:0.904221:0.582901:1	0.706245(0.604575:0.51634:0.997821)	-1918.93			
549	ENSDORP00000003488|ENSDORG00000003732|ENSDORT00000003732|protein_coding|Kin|Kin17-ENSRNOP00000028940|ENSRNOG00000026690|ENSRNOT00000039689|protein_coding|Kin|Kin17	MA	0.0259278	0.0488819	0.530417	0.15471400000000002	1173	67.4763	1105.52		31	3.19908	27.8009			0.027248200000000004	3.67321:3.27982:2.44816:3.59439:0.272969:1	0.613946(0.480867:0.36352:0.997449)	-1427.97			
550	ENSDORP00000001909|ENSDORG00000002039|ENSDORT00000002038|protein_coding|Fen1|flap-ENSRNOP00000027842|ENSRNOG00000020531|ENSRNOT00000027842|protein_coding|Fen1|flap	MA	0.0188345	0.0568538	0.331279	0.0369454	1140	91.24799999999999	1048.75		24	4.99216	19.0078			0.021877599999999997	2.24223:3.38239:1.96592:2.86091:0.01:1	0.648731(0.568241:0.380577:0.997375)	-1374.94			
551	ENSDORP00000027290|ENSDORG00000015614|ENSDORT00000027536|protein_coding|Eya3|EYA-ENSRNOP00000053016|ENSRNOG00000010396|ENSRNOT00000056170|protein_coding|Eya3|EYA	MA	0.0817779	0.251062	0.325728	2.1379499999999997e-05	1389	82.984	1306.02		116	18.9346	97.0654			0.0918916	1.02215:1.13412:0.865561:1.09077:0.390527:1	0.649425(0.512931:0.4375:0.997845)	-2004.48			
552	ENSDORP00000024706|ENSDORG00000004160|ENSDORT00000027926|protein_coding|Traf2|TNF-ENSRNOP00000008253|ENSRNOG00000006238|ENSRNOT00000008253|protein_coding|Traf2|Tnf	MA	0.0601877	0.20142100000000002	0.298815	4.46647e-06	1329	112.766	1216.23		88	20.8389	67.1611			0.0721714	1.34122:2.45992:0.667216:1.56207:0.140276:1	0.659159(0.551802:0.427928:0.997748)	-1854.61			
553	ENSDORP00000024542|ENSDORG00000016406|ENSDORT00000025395|protein_coding|Ero1l|endoplasmic-ENSRNOP00000009404|ENSRNOG00000006462|ENSRNOT00000009404|protein_coding|Ero1a|endoplasmic	MA	0.07142860000000001	0.23241399999999998	0.30733299999999997	2.4171e-06	1335	94.208	1240.79		102	20.2068	81.7932			0.08278889999999998	1.96622:1.99934:1.59262:1.81164:0.420738:1	0.628176(0.529148:0.357623:0.997758)	-1907.77			
554	ENSDORP00000014063|ENSDORG00000014945|ENSDORT00000014945|protein_coding|Pnkp|polynucleotide-ENSRNOP00000039388|ENSRNOG00000020318|ENSRNOT00000051640|protein_coding|Pnkp|polynucleotide	MA	0.12445999999999999	0.113934	1.09239	0.708576	1560	185.12	1374.88		173	18.9836	154.016			0.12321099999999999	0.965804:1.43398:0.508341:1.40861:0.142304:1	0.68714(0.59501:0.46833:0.998081)	-2395.46			
555	ENSDORP00000007333|ENSDORG00000007822|ENSDORT00000007822|protein_coding|Stk24|serine/threonine-ENSRNOP00000031981|ENSRNOG00000011511|ENSRNOT00000034723|protein_coding|Stk24|serine/threonine	MA	0.06301190000000001	0.100981	0.623997	0.22663899999999998	1221	82.4967	1138.5		75	7.80313	67.1969			0.0655773	2.20957:1.98677:2.14585:2.17989:1.16327:1	0.640931(0.545343:0.378676:0.998775)	-1680.35			
556	ENSDORP00000023881|ENSDORG00000012159|ENSDORT00000035283|protein_coding|Trim25|tripartite-ENSRNOP00000052533|ENSRNOG00000002341|ENSRNOT00000055674|protein_coding|Trim25|tripartite	MA	0.161667	0.262768	0.615246	0.00935718	1776	130.09799999999998	1645.9		260	29.6005	230.4			0.169073	1.26088:1.38884:1.09185:1.38845:0.571144:1	0.641653(0.527825:0.397976:0.999157)	-2906.95			
557	ENSDORP00000008675|ENSDORG00000009233|ENSDORT00000009233|protein_coding|Lancl1|LanC-ENSRNOP00000018293|ENSRNOG00000013557|ENSRNOT00000018293|protein_coding|Lancl1|LanC	MA	0.047224199999999994	0.00111284	42.4358	0.0320844	1197	89.0239	1107.98		49	0.0926015	48.9074			0.0437948	3.37419:4.41665:2.70991:3.62743:0.536529:1	0.640833(0.55:0.375:0.9975)	-1571.94			
558	ENSDORP00000017191|ENSDORG00000011285|ENSDORT00000029283|protein_coding|Mapkapk2|mitogen-activated-ENSRNOP00000057786|ENSRNOG00000004726|ENSRNOT00000061070|protein_coding|Mapkapk2|mitogen-activated	MA	0.0119371	0.0231515	0.515606	0.332663	1059	58.1505	1000.85		13	1.31655	11.6834			0.012552899999999999	1.54449:2.10488:0.987848:1.13333:0.01:1	0.620998(0.5:0.365819:0.997175)	-1242.17			
559	ENSDORP00000026546|ENSDORG00000024479|ENSDORT00000031325|protein_coding|Fos|Fos-ENSRNOP00000010712|ENSRNOG00000008015|ENSRNOT00000010712|protein_coding|Fos|Fos	MA	0.024194099999999996	0.0110633	2.18688	0.47192799999999996	1140	117.29799999999999	1022.7		26	1.29566	24.7043			0.022843000000000002	13.6251:29.9485:11.7132:23.8823:0.01:1	0.687664(0.536745:0.528871:0.997375)	-1379.99			
560	ENSDORP00000015545|ENSDORG00000016521|ENSDORT00000016521|protein_coding|Smyd2|SET-ENSRNOP00000004783|ENSRNOG00000003583|ENSRNOT00000004783|protein_coding|Smyd2|SET	MA	0.067468	0.294274	0.22926999999999997	3.45967e-08	1233	71.2444	1161.76		91	19.2039	71.7961			0.0805732	1.53564:1.68506:1.18643:1.28164:0.470215:1	0.621359(0.51699:0.349515:0.997573)	-1751.56			
561	ENSDORP00000027821|ENSDORG00000028140|ENSDORT00000029912|protein_coding|Ikbkg|inhibitor-ENSRNOP00000075158|ENSRNOG00000060936|ENSRNOT00000078438|protein_coding|Ikbkg|inhibitor	MA	0.0412577	0.205517	0.20075	6.86707e-07	1230	77.5798	1152.42		57	14.3141	42.6859			0.051618	16.4416:5.10874:3.12074:4.23669:1.19539:1	0.65734(0.645985:0.328467:0.997567)	-1572.36			
562	ENSDORP00000003559|ENSDORG00000003811|ENSDORT00000003811|protein_coding|Tmem117|transmembrane-ENSRNOP00000008159|ENSRNOG00000006068|ENSRNOT00000008159|protein_coding|Tmem117|transmembrane	MA	0.0335565	0.11921400000000001	0.281481	0.00262844	1134	68.4142	1065.59		42	7.8006	34.1994			0.03872419999999999	0.835412:0.846361:0.628635:0.775172:0.16453:1	0.604222(0.455145:0.360158:0.997361)	-1460.8			
563	ENSDORP00000013725|ENSDORG00000014594|ENSDORT00000014593|protein_coding|Cops5|COP9-ENSRNOP00000008877|ENSRNOG00000006499|ENSRNOT00000008877|protein_coding|Cops5|COP9	MA	0.00387701	0.020438099999999997	0.189696	0.0481419	1002	75.3884	926.612		5	1.50079	3.4992099999999997			0.00512304	7.54081:16.8501:17.4915:18.6327:0.01:1	0.628358(0.520896:0.367164:0.997015)	-1138.06			
564	ENSDORP00000008603|ENSDORG00000009159|ENSDORT00000009159|protein_coding|Pml|promyelocytic-ENSRNOP00000042091|ENSRNOG00000008400|ENSRNOT00000043434|protein_coding|Pml|promyelocytic	MA	0.25754499999999997	0.316213	0.814465	0.0918181	2463	234.02700000000002	2228.97		520	59.379	460.621			0.263119	0.675305:1.52653:0.447226:1.18359:0.317378:1	0.678832(0.599757:0.437956:0.998783)	-4371.66			
565	ENSDORP00000020797|ENSDORG00000028124|ENSDORT00000026847|protein_coding|Slc25a24|calcium-binding-ENSRNOP00000027765|ENSRNOG00000020470|ENSRNOT00000027765|protein_coding|Slc25a24|solute	MA	0.0710791	0.08873510000000001	0.801026	0.43257700000000004	1317	114.37100000000001	1202.63		89	9.44505	79.5549			0.0726123	1.3589:1.55503:1.04342:1.52675:0.20931:1	0.638258(0.539773:0.377273:0.997727)	-1832.84			
566	ENSDORP00000010070|ENSDORG00000010717|ENSDORT00000010715|protein_coding|Bmp2|bone-ENSRNOP00000028904|ENSRNOG00000021276|ENSRNOT00000028904|protein_coding|Bmp2|bone	MA	0.0383213	0.0725627	0.528113	0.057467700000000004	1182	106.495	1075.5		47	7.420910000000001	39.5791			0.0414064	1.18112:1.30672:0.886193:1.26144:0.121648:1	0.659494(0.55443:0.426582:0.997468)	-1547.1			
567	ENSDORP00000007968|ENSDORG00000008488|ENSDORT00000008488|protein_coding|Wrap53|WD-ENSRNOP00000014261|ENSRNOG00000010520|ENSRNOT00000014261|protein_coding|Wrap53|WD	MA	0.105754	0.502189	0.210585	2.90212e-22	1593	131.611	1461.39		188	56.316	131.684			0.138507	1.87618:1.89119:1.56061:1.65892:0.552282:1	0.692669(0.595865:0.483083:0.99906)	-2480.58			
568	ENSDORP00000015791|ENSDORG00000019859|ENSDORT00000019829|protein_coding|Fancg|FA-ENSRNOP00000069926|ENSRNOG00000057945|ENSRNOT00000078082|protein_coding|Fancg|FA	MA	0.16133599999999998	0.271148	0.595009	0.000845747	1869	181.81400000000002	1687.19		275	42.1681	232.832			0.172018	1.22585:2.00052:0.640517:1.09438:0.66116:1	0.68937(0.636218:0.433494:0.998397)	-3071.11			
569	ENSDORP00000008594|ENSDORG00000009151|ENSDORT00000009150|protein_coding|Chek2|checkpoint-ENSRNOP00000053643|ENSRNOG00000037509|ENSRNOT00000056800|protein_coding|Chek2|checkpoint	MA	0.0707715	0.300581	0.235449	2.93731e-09	1398	91.2974	1306.7		108	24.7146	83.2854			0.08577939999999999	1.48729:1.54168:1.31894:1.46509:0.527294:1	0.642041(0.502141:0.426124:0.997859)	-1994.6			
570	ENSDORP00000002172|ENSDORG00000002315|ENSDORT00000002314|protein_coding|Oprm1|opioid-ENSRNOP00000068988|ENSRNOG00000018191|ENSRNOT00000092034|protein_coding|Oprm1|opioid	MA	0.0466626	0.12107899999999999	0.385391	0.00656815	1164	90.2362	1073.76		58	10.3832	47.6168			0.0524316	1.3721:2.79612:0.704882:2.36211:0.669868:1	0.619109(0.419023:0.439589:0.998715)	-1548.03			
571	ENSDORP00000004664|ENSDORG00000004985|ENSDORT00000004987|protein_coding|Ddx39b|DExD-box-ENSRNOP00000001115|ENSRNOG00000000841|ENSRNOT00000001115|protein_coding|Ddx39b|DExD-box	MA	0.056259	0.20103800000000002	0.279842	3.86697e-05	1191	79.2545	1111.75		73	14.8208	58.1792			0.0658932	1.10757:1.2518:0.898462:0.989066:0.409515:1	0.618509(0.551508:0.306533:0.997487)	-1626.49			
572	ENSDORP00000006802|ENSDORG00000007258|ENSDORT00000007256|protein_coding|Ercc8|ERCC-ENSRNOP00000013598|ENSRNOG00000009968|ENSRNOT00000013598|protein_coding|Ercc8|ERCC	MA	0.050562	0.13730499999999998	0.368246	0.0018873000000000002	1188	78.3811	1109.62		63	10.1398	52.8602			0.0562851	0.94474:1.28071:0.650791:0.935392:0.130296:1	0.649874(0.512594:0.439547:0.997481)	-1596.54			
573	ENSDORP00000027351|ENSDORG00000029657|ENSDORT00000031202|protein_coding|Rad51|RAD51-ENSRNOP00000053270|ENSRNOG00000037302|ENSRNOT00000056432|protein_coding|Rad51|RAD51	MA	0.00427964	8.55928e-05	50.0	0.5519229999999999	1017	83.7322	933.268		4	0.0071646999999999995	3.99284			0.00393433	0.453095:0.766778:0.969445:0.930261:0.854709:1	0.662745(0.567647:0.423529:0.997059)	-1141.51			
574	ENSDORP00000007102|ENSDORG00000007573|ENSDORT00000007572|protein_coding|Ackr3|atypical-ENSRNOP00000026558|ENSRNOG00000019622|ENSRNOT00000026558|protein_coding|Ackr3|atypical	MA	0.0268926	0.0897453	0.299655	0.0032108	1086	84.2337	1001.77		34	7.450089999999999	26.5499			0.0317677	3.77603:10.5617:1.58572:6.24205:1.60533:1	0.597337(0.446281:0.348485:0.997245)	-1357.14			
575	ENSDORP00000012827|ENSDORG00000013643|ENSDORT00000013643|protein_coding|Itfg2|integrin-ENSRNOP00000071209|ENSRNOG00000006264|ENSRNOT00000084173|protein_coding|Itfg2|integrin	MA	0.07372139999999999	0.154814	0.476192	0.00441612	1329	115.416	1213.58		99	16.4804	82.5196			0.0807638	2.40242:4.05983:1.87232:2.35395:0.441602:1	0.676802(0.623874:0.408784:0.997748)	-1895.73			
576	ENSDORP00000024749|ENSDORG00000013016|ENSDORT00000034336|protein_coding|Ptpn1|protein-ENSRNOP00000014309|ENSRNOG00000010574|ENSRNOT00000014309|protein_coding|Ptpn1|protein	MA	0.0767401	0.213802	0.35893200000000003	0.000100844	1290	97.5219	1192.48		102	18.9277	83.0723			0.08710180000000001	1.62843:2.20525:0.931568:1.7832:0.364211:1	0.645398(0.541763:0.396752:0.99768)	-1848.03			
577	ENSDORP00000017716|ENSDORG00000026469|ENSDORT00000029676|protein_coding|Hif1an|hypoxia-ENSRNOP00000019070|ENSRNOG00000014234|ENSRNOT00000019070|protein_coding|Hif1an|hypoxia	MA	0.0165524	0.08976920000000001	0.184389	0.000515657	1047	74.8514	972.1489999999999		22	6.480519999999999	15.5195			0.0217868	2.73826:2.38255:2.02482:2.50763:0.28153:1	0.634286(0.547143:0.358571:0.997143)	-1281.05			
578	ENSDORP00000004247|ENSDORG00000004538|ENSDORT00000004537|protein_coding||RNA-binding-ENSRNOP00000072133|ENSRNOG00000050741|ENSRNOT00000087573|protein_coding|Rbm4|RNA	MA	0.0206705	0.0501757	0.411963	0.204877	1086	47.0199	1038.98		23	2.27655	20.7234			0.021948	0.197985:1.11803:0.340165:0.478174:0.652087:1	0.667126(0.539945:0.464187:0.997245)	-1313.31			
579	ENSDORP00000001723|ENSDORG00000001838|ENSDORT00000001838|protein_coding|Stradb|STE20-ENSRNOP00000049160|ENSRNOG00000010728|ENSRNOT00000043558|protein_coding|Stradb|STE20	MA	0.0629136	0.144173	0.43637600000000004	0.00424828	1227	100.734	1126.27		80	13.6079	66.3921			0.0695848	1.18546:1.8007:0.88117:1.49221:0.362045:1	0.653659(0.528049:0.435366:0.997561)	-1709.89			
580	ENSDORP00000020913|ENSDORG00000004608|ENSDORT00000035449|protein_coding|Dek|DEK-ENSRNOP00000021751|ENSRNOG00000016152|ENSRNOT00000021751|protein_coding|Dek|DEK	MA	0.035610699999999995	0.0403584	0.88236	0.338991	1131	54.268	1076.73		39	2.10732	36.8927			0.0358385	7.45073:6.29741:5.07651:8.06525:1.87713:1	0.611111(0.489418:0.346561:0.997354)	-1368.1			
581	ENSDORP00000016057|ENSDORG00000029853|ENSDORT00000036804|protein_coding|Zfp36l1|ZFP36-ENSRNOP00000075412|ENSRNOG00000058646|ENSRNOT00000083677|protein_coding|Zfp36l1|zinc	MA	0.00757813	0.00016338	46.3836	0.674407	1014	91.4175	922.5830000000001		7	0.0149221	6.98508			0.00690965	9.84825:21.916:19.4974:22.1272:0.01:1	0.687316(0.517699:0.547198:0.99705)	-1150.25			
582	ENSDORP00000013747|ENSDORG00000014617|ENSDORT00000014615|protein_coding|Trim13|tripartite-ENSRNOP00000012035|ENSRNOG00000009075|ENSRNOT00000012035|protein_coding|Trim13|tripartite	MA	0.052256899999999995	0.19153199999999998	0.272836	5.65916e-06	1218	89.1675	1128.83		72	16.1652	55.8348			0.062452999999999995	26.399:27.1712:21.4077:24.1798:6.67905:1	0.606061(0.486486:0.334152:0.997543)	-1665.31			
583	ENSDORP00000002403|ENSDORG00000002558|ENSDORT00000002559|protein_coding|Primpol|primase-ENSRNOP00000030019|ENSRNOG00000022320|ENSRNOT00000029868|protein_coding|Primpol|primase	MA	0.12348699999999999	0.290773	0.42468599999999995	0.000112439	1587	96.84100000000001	1490.16		187	24.8177	162.18200000000002			0.133695	1.23673:1.22958:0.990364:1.16573:0.341072:1	0.619497(0.523585:0.335849:0.999057)	-2463.8			
584	ENSDORP00000013937|ENSDORG00000014812|ENSDORT00000014815|protein_coding|Sesn3|sestrin-ENSRNOP00000011008|ENSRNOG00000008173|ENSRNOT00000011008|protein_coding|Sesn3|sestrin	MA	0.08515589999999999	0.289719	0.293925	9.9151e-07	1386	77.9021	1308.1		122	20.5544	101.446			0.0966537	1.46696:2.94869:1.0256:1.35223:0.307509:1	0.63031(0.521598:0.37149:0.99784)	-2027.38			
585	ENSDORP00000002827|ENSDORG00000003010|ENSDORT00000003010|protein_coding|Fbxo31|F-box-ENSRNOP00000063581|ENSRNOG00000042274|ENSRNOT00000068764|protein_coding|Fbxo31|F-box	MA	0.11195699999999999	0.201121	0.556662	0.013066999999999999	1395	121.404	1273.6		150	21.9307	128.069			0.119717	0.804078:0.814192:0.686059:0.853019:0.416644:1	0.671674(0.57618:0.440987:0.997854)	-2151.95			
586	ENSDORP00000021519|ENSDORG00000029470|ENSDORT00000024053|protein_coding|Cdc37|cell-ENSRNOP00000051248|ENSRNOG00000033426|ENSRNOT00000042314|protein_coding|Cdc37|cell	MA	0.0431656	0.203988	0.21160900000000002	4.55239e-06	1131	65.8071	1065.19		54	12.2028	41.7972			0.052523099999999996	1.68054:1.88465:1.3316:1.68294:0.476566:1	0.631393(0.566138:0.330688:0.997354)	-1470.32			
587	ENSDORP00000014055|ENSDORG00000014936|ENSDORT00000014937|protein_coding|Prkaca|protein-ENSRNOP00000044732|ENSRNOG00000005257|ENSRNOT00000041717|protein_coding|Prkaca|protein	MA	0.025211599999999997	0.0005190819999999999	48.5696	0.178802	1029	90.2672	938.7330000000001		23	0.0454457	22.9546			0.0230455	0.48119:2.39519:0.947458:3.50853:0.619714:1	0.603682(0.5:0.313953:0.997093)	-1250.44			
588	ENSDORP00000017188|ENSDORG00000002986|ENSDORT00000025446|protein_coding|Adam8|ADAM-ENSRNOP00000024369|ENSRNOG00000017897|ENSRNOT00000024369|protein_coding|Adam8|ADAM	MA	0.239864	0.694691	0.345281	3.72514e-27	2310	211.153	2098.85		505	113.94200000000001	391.05800000000005			0.281439	1.01902:1.11732:0.756165:0.952401:0.241394:1	0.695417(0.59987:0.487678:0.998703)	-4143.8			
589	ENSDORP00000015047|ENSDORG00000015994|ENSDORT00000015993|protein_coding|Rraga|Ras-ENSRNOP00000009225|ENSRNOG00000007051|ENSRNOT00000009225|protein_coding|Rraga|Ras-related	MA					939	52.1165	886.883		0						0.447524:0.427626:0.503232:0.499414:0.351255:1	0.595541(0.461783:0.328025:0.996815)	-1024.72			
590	ENSDORP00000020341|ENSDORG00000027590|ENSDORT00000029473|protein_coding|Wdr45b|WD-ENSRNOP00000073289|ENSRNOG00000036662|ENSRNOT00000088474|protein_coding|Wdr45b|WD	MA	0.00964966	0.06485650000000001	0.148785	0.00112301	990	68.2391	921.7610000000001		13	4.3192900000000005	8.680710000000001			0.013455000000000002	1.64035:1.38521:1.68895:1.73149:1.09052:1	0.634441(0.509063:0.397281:0.996979)	-1176.47			
591	ENSDORP00000015310|ENSDORG00000016273|ENSDORT00000016273|protein_coding|Wnt4|Wnt-ENSRNOP00000018064|ENSRNOG00000013166|ENSRNOT00000018064|protein_coding|Wnt4|Wnt	MA	0.00903259	0.000243362	37.1159	0.714156	975	91.7499	883.25		8	0.0223274	7.97767			0.00820551	0.415516:0.702648:0.731964:0.774996:0.265487:1	0.665644(0.513804:0.486196:0.996933)	-1132.72			
592	ENSDORP00000000098|ENSDORG00000000110|ENSDORT00000000110|protein_coding|Stk25|serine/threonine-ENSRNOP00000024487|ENSRNOG00000018181|ENSRNOT00000024487|protein_coding|Stk25|serine/threonine	MA	0.0806694	0.142214	0.56724	0.080837	1176	80.4442	1095.56		92	10.5442	81.4558			0.0848793	0.522744:1.01321:0.936046:0.93644:0.945667:1	0.657337(0.557252:0.417303:0.997455)	-1693.73			
593	ENSDORP00000002685|ENSDORG00000002859|ENSDORT00000002859|protein_coding|Chordc1|cysteine-ENSRNOP00000030171|ENSRNOG00000026643|ENSRNOT00000030569|protein_coding|Chordc1|cysteine	MA	0.0116027	0.0418349	0.277345	0.0482785	993	65.289	927.711		13	2.63111	10.3689			0.013590399999999999	1.18158:4.13611:2.3289:3.3701:0.01:1	0.63504(0.509036:0.399096:0.996988)	-1165.73			
594	ENSDORP00000004359|ENSDORG00000004656|ENSDORT00000004654|protein_coding|Tfap4|transcription-ENSRNOP00000006979|ENSRNOG00000005227|ENSRNOT00000006979|protein_coding|Tfap4|transcription	MA	0.0167601	0.0209808	0.798828	0.47410699999999995	1014	77.9801	936.02		17	1.6055	15.3945			0.0170847	1.42522:1.55129:1.20172:1.56327:0.01:1	0.657325(0.59292:0.382006:0.99705)	-1190.04			
595	ENSDORP00000026342|ENSDORG00000024427|ENSDORT00000033414|protein_coding|Bmt2|base-ENSRNOP00000009752|ENSRNOG00000007224|ENSRNOT00000009752|protein_coding|Bmt2|base	MA	0.0074782	0.0201134	0.37180100000000005	0.300502	984	52.6452	931.355		8	1.05574	6.944260000000001			0.0081542	5.42571:7.99436:3.24107:3.27727:0.01:1	0.621581(0.515198:0.352584:0.99696)	-1142.17			
